index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2, 52 %, 16 %, 1971 MiB
3, 51 %, 15 %, 1951 MiB
0, 40 %, 12 %, 2309 MiB
1, 17 %, 5 %, 1971 MiB
2, 23 %, 7 %, 1971 MiB
3, 47 %, 15 %, 1951 MiB
0, 18 %, 6 %, 2309 MiB
1, 17 %, 6 %, 1971 MiB
2, 15 %, 5 %, 1971 MiB
3, 25 %, 8 %, 1951 MiB
0, 16 %, 5 %, 2309 MiB
1, 26 %, 9 %, 1971 MiB
2, 15 %, 5 %, 1971 MiB
3, 18 %, 6 %, 1951 MiB
0, 4 %, 1 %, 2309 MiB
1, 27 %, 8 %, 1971 MiB
2, 14 %, 4 %, 1971 MiB
3, 2 %, 1 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 50 %, 14 %, 1971 MiB
2, 47 %, 14 %, 1971 MiB
3, 36 %, 12 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 49 %, 14 %, 1971 MiB
2, 48 %, 14 %, 1971 MiB
3, 34 %, 10 %, 1951 MiB
0, 45 %, 14 %, 2309 MiB
1, 50 %, 15 %, 1971 MiB
2, 49 %, 14 %, 1971 MiB
3, 38 %, 11 %, 1951 MiB
0, 57 %, 19 %, 2309 MiB
1, 42 %, 13 %, 1971 MiB
2, 48 %, 16 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 54 %, 17 %, 2309 MiB
1, 52 %, 17 %, 1971 MiB
2, 55 %, 17 %, 1971 MiB
3, 49 %, 14 %, 1951 MiB
0, 50 %, 16 %, 2309 MiB
1, 54 %, 17 %, 1971 MiB
2, 52 %, 15 %, 1971 MiB
3, 42 %, 12 %, 1951 MiB
0, 31 %, 10 %, 2309 MiB
1, 17 %, 5 %, 1971 MiB
2, 18 %, 6 %, 1971 MiB
3, 45 %, 14 %, 1951 MiB
0, 17 %, 6 %, 2309 MiB
1, 22 %, 8 %, 1971 MiB
2, 15 %, 5 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 45 %, 14 %, 2309 MiB
1, 50 %, 15 %, 1971 MiB
2, 50 %, 14 %, 1971 MiB
3, 38 %, 11 %, 1951 MiB
0, 54 %, 18 %, 2309 MiB
1, 38 %, 12 %, 1971 MiB
2, 47 %, 15 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 26 %, 10 %, 2309 MiB
1, 41 %, 12 %, 1971 MiB
2, 40 %, 12 %, 1971 MiB
3, 16 %, 6 %, 1951 MiB
0, 49 %, 16 %, 2309 MiB
1, 52 %, 16 %, 1971 MiB
2, 53 %, 16 %, 1971 MiB
3, 46 %, 13 %, 1951 MiB
0, 52 %, 17 %, 2309 MiB
1, 28 %, 9 %, 1971 MiB
2, 35 %, 11 %, 1971 MiB
3, 52 %, 16 %, 1951 MiB
0, 20 %, 7 %, 2309 MiB
1, 40 %, 12 %, 1971 MiB
2, 34 %, 10 %, 1971 MiB
3, 15 %, 5 %, 1951 MiB
0, 26 %, 9 %, 2309 MiB
1, 44 %, 13 %, 1971 MiB
2, 42 %, 13 %, 1971 MiB
3, 21 %, 7 %, 1951 MiB
0, 46 %, 15 %, 2309 MiB
1, 55 %, 17 %, 1971 MiB
2, 53 %, 16 %, 1971 MiB
3, 43 %, 13 %, 1951 MiB
0, 52 %, 16 %, 2309 MiB
1, 52 %, 16 %, 1971 MiB
2, 52 %, 17 %, 1971 MiB
3, 49 %, 14 %, 1951 MiB
0, 31 %, 10 %, 2309 MiB
1, 22 %, 7 %, 1971 MiB
2, 17 %, 5 %, 1971 MiB
3, 34 %, 10 %, 1951 MiB
0, 15 %, 5 %, 2309 MiB
1, 20 %, 8 %, 1971 MiB
2, 13 %, 4 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 17 %, 6 %, 2309 MiB
1, 31 %, 10 %, 1971 MiB
2, 22 %, 8 %, 1971 MiB
3, 17 %, 5 %, 1951 MiB
0, 43 %, 14 %, 2309 MiB
1, 51 %, 15 %, 1971 MiB
2, 48 %, 14 %, 1971 MiB
3, 38 %, 11 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 51 %, 15 %, 1971 MiB
2, 49 %, 14 %, 1971 MiB
3, 40 %, 12 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 52 %, 15 %, 1971 MiB
2, 50 %, 14 %, 1971 MiB
3, 41 %, 12 %, 1951 MiB
0, 56 %, 18 %, 2309 MiB
1, 46 %, 15 %, 1971 MiB
2, 52 %, 17 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 57 %, 19 %, 2309 MiB
1, 43 %, 13 %, 1971 MiB
2, 49 %, 16 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 55 %, 18 %, 2309 MiB
1, 48 %, 16 %, 1971 MiB
2, 52 %, 17 %, 1971 MiB
3, 51 %, 15 %, 1951 MiB
0, 57 %, 19 %, 2309 MiB
1, 44 %, 14 %, 1971 MiB
2, 50 %, 16 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 11 %, 4 %, 2309 MiB
1, 15 %, 5 %, 1971 MiB
2, 11 %, 3 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 17 %, 7 %, 2309 MiB
1, 33 %, 10 %, 1971 MiB
2, 29 %, 10 %, 1971 MiB
3, 52 %, 16 %, 1951 MiB
0, 24 %, 9 %, 2309 MiB
1, 39 %, 12 %, 1971 MiB
2, 35 %, 11 %, 1971 MiB
3, 49 %, 16 %, 1951 MiB
0, 49 %, 16 %, 2309 MiB
1, 54 %, 17 %, 1971 MiB
2, 53 %, 16 %, 1971 MiB
3, 14 %, 5 %, 1951 MiB
0, 46 %, 15 %, 2309 MiB
1, 53 %, 16 %, 1971 MiB
2, 52 %, 15 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 17 %, 6 %, 2309 MiB
1, 54 %, 17 %, 1971 MiB
2, 52 %, 15 %, 1971 MiB
3, 15 %, 5 %, 1951 MiB
0, 3 %, 1 %, 2309 MiB
1, 19 %, 6 %, 1971 MiB
2, 23 %, 7 %, 1971 MiB
3, 4 %, 1 %, 1951 MiB
0, 43 %, 14 %, 2309 MiB
1, 34 %, 10 %, 1971 MiB
2, 38 %, 11 %, 1971 MiB
3, 40 %, 12 %, 1951 MiB
0, 31 %, 12 %, 2309 MiB
1, 44 %, 14 %, 1971 MiB
2, 48 %, 16 %, 1971 MiB
3, 29 %, 10 %, 1951 MiB
0, 41 %, 13 %, 2309 MiB
1, 26 %, 8 %, 1971 MiB
2, 30 %, 9 %, 1971 MiB
3, 39 %, 11 %, 1951 MiB
0, 40 %, 12 %, 2309 MiB
1, 42 %, 12 %, 1971 MiB
2, 41 %, 12 %, 1971 MiB
3, 40 %, 12 %, 1951 MiB
0, 31 %, 10 %, 2309 MiB
1, 45 %, 13 %, 1971 MiB
2, 44 %, 13 %, 1971 MiB
3, 31 %, 10 %, 1951 MiB
0, 16 %, 5 %, 2309 MiB
1, 50 %, 15 %, 1971 MiB
2, 49 %, 14 %, 1971 MiB
3, 21 %, 7 %, 1951 MiB
0, 43 %, 14 %, 2309 MiB
1, 27 %, 8 %, 1971 MiB
2, 35 %, 11 %, 1971 MiB
3, 38 %, 11 %, 1951 MiB
0, 47 %, 15 %, 2309 MiB
1, 15 %, 5 %, 1971 MiB
2, 24 %, 8 %, 1971 MiB
3, 42 %, 12 %, 1951 MiB
0, 45 %, 14 %, 2309 MiB
1, 31 %, 10 %, 1971 MiB
2, 37 %, 11 %, 1971 MiB
3, 40 %, 12 %, 1951 MiB
0, 36 %, 13 %, 2309 MiB
1, 13 %, 5 %, 1971 MiB
2, 13 %, 5 %, 1971 MiB
3, 27 %, 9 %, 1951 MiB
0, 55 %, 18 %, 2309 MiB
1, 24 %, 9 %, 1971 MiB
2, 22 %, 8 %, 1971 MiB
3, 54 %, 17 %, 1951 MiB
0, 56 %, 18 %, 2309 MiB
1, 19 %, 6 %, 1971 MiB
2, 18 %, 6 %, 1971 MiB
3, 51 %, 15 %, 1951 MiB
0, 53 %, 17 %, 2309 MiB
1, 17 %, 5 %, 1971 MiB
2, 18 %, 5 %, 1971 MiB
3, 47 %, 14 %, 1951 MiB
0, 28 %, 9 %, 2309 MiB
1, 43 %, 13 %, 1971 MiB
2, 43 %, 13 %, 1971 MiB
3, 38 %, 11 %, 1951 MiB
0, 15 %, 5 %, 2309 MiB
1, 49 %, 14 %, 1971 MiB
2, 48 %, 14 %, 1971 MiB
3, 25 %, 8 %, 1951 MiB
0, 17 %, 6 %, 2309 MiB
1, 52 %, 15 %, 1971 MiB
2, 52 %, 15 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 33 %, 10 %, 1971 MiB
2, 50 %, 14 %, 1971 MiB
3, 39 %, 12 %, 1951 MiB
0, 37 %, 12 %, 2309 MiB
1, 32 %, 10 %, 1971 MiB
2, 43 %, 13 %, 1971 MiB
3, 24 %, 7 %, 1951 MiB
0, 40 %, 14 %, 2309 MiB
1, 45 %, 14 %, 1971 MiB
2, 45 %, 13 %, 1971 MiB
3, 31 %, 10 %, 1951 MiB
0, 29 %, 11 %, 2309 MiB
1, 48 %, 16 %, 1971 MiB
2, 40 %, 12 %, 1971 MiB
3, 20 %, 7 %, 1951 MiB
0, 46 %, 15 %, 2309 MiB
1, 15 %, 5 %, 1971 MiB
2, 52 %, 15 %, 1971 MiB
3, 42 %, 12 %, 1951 MiB
0, 46 %, 15 %, 2309 MiB
1, 16 %, 5 %, 1971 MiB
2, 53 %, 16 %, 1971 MiB
3, 43 %, 12 %, 1951 MiB
0, 48 %, 15 %, 2309 MiB
1, 17 %, 5 %, 1971 MiB
2, 55 %, 17 %, 1971 MiB
3, 45 %, 13 %, 1951 MiB
0, 33 %, 10 %, 2309 MiB
1, 46 %, 13 %, 1971 MiB
2, 16 %, 5 %, 1971 MiB
3, 34 %, 10 %, 1951 MiB
0, 40 %, 12 %, 2309 MiB
1, 42 %, 13 %, 1971 MiB
2, 18 %, 5 %, 1971 MiB
3, 41 %, 13 %, 1951 MiB
0, 43 %, 14 %, 2309 MiB
1, 42 %, 12 %, 1971 MiB
2, 17 %, 5 %, 1971 MiB
3, 44 %, 14 %, 1951 MiB
0, 21 %, 8 %, 2309 MiB
1, 40 %, 12 %, 1971 MiB
2, 36 %, 11 %, 1971 MiB
3, 17 %, 5 %, 1951 MiB
0, 15 %, 6 %, 2309 MiB
1, 37 %, 11 %, 1971 MiB
2, 27 %, 9 %, 1971 MiB
3, 13 %, 4 %, 1951 MiB
0, 16 %, 6 %, 2309 MiB
1, 40 %, 12 %, 1971 MiB
2, 29 %, 10 %, 1971 MiB
3, 13 %, 5 %, 1951 MiB
0, 16 %, 5 %, 2309 MiB
1, 30 %, 9 %, 1971 MiB
2, 20 %, 8 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 44 %, 14 %, 2309 MiB
1, 53 %, 16 %, 1971 MiB
2, 50 %, 15 %, 1971 MiB
3, 41 %, 12 %, 1951 MiB
0, 50 %, 16 %, 2309 MiB
1, 52 %, 16 %, 1971 MiB
2, 54 %, 17 %, 1971 MiB
3, 46 %, 13 %, 1951 MiB
0, 55 %, 18 %, 2309 MiB
1, 46 %, 15 %, 1971 MiB
2, 51 %, 16 %, 1971 MiB
3, 52 %, 15 %, 1951 MiB
0, 17 %, 6 %, 2309 MiB
1, 18 %, 6 %, 1971 MiB
2, 15 %, 5 %, 1971 MiB
3, 22 %, 7 %, 1951 MiB
0, 15 %, 5 %, 2309 MiB
1, 25 %, 9 %, 1971 MiB
2, 22 %, 8 %, 1971 MiB
3, 16 %, 5 %, 1951 MiB
0, 25 %, 10 %, 2309 MiB
1, 40 %, 12 %, 1971 MiB
2, 39 %, 12 %, 1971 MiB
3, 20 %, 7 %, 1951 MiB
0, 51 %, 16 %, 2309 MiB
1, 52 %, 17 %, 1971 MiB
2, 55 %, 17 %, 1971 MiB
3, 46 %, 13 %, 1951 MiB
0, 55 %, 17 %, 2309 MiB
1, 50 %, 16 %, 1971 MiB
2, 52 %, 17 %, 1971 MiB
3, 51 %, 14 %, 1951 MiB
0, 54 %, 17 %, 2309 MiB
1, 49 %, 16 %, 1971 MiB
2, 52 %, 16 %, 1971 MiB
3, 50 %, 14 %, 1951 MiB
0, 54 %, 17 %, 2309 MiB
1, 50 %, 16 %, 1971 MiB
2, 52 %, 16 %, 1971 MiB
3, 50 %, 14 %, 1951 MiB
0, 18 %, 6 %, 2309 MiB
1, 16 %, 5 %, 1971 MiB
2, 13 %, 4 %, 1971 MiB
3, 24 %, 8 %, 1951 MiB
0, 18 %, 6 %, 2309 MiB
1, 24 %, 9 %, 1971 MiB
2, 20 %, 7 %, 1971 MiB
3, 17 %, 6 %, 1951 MiB
0, 18 %, 6 %, 2309 MiB
1, 33 %, 10 %, 1971 MiB
2, 30 %, 10 %, 1971 MiB
3, 15 %, 5 %, 1951 MiB
0, 46 %, 15 %, 2309 MiB
1, 54 %, 17 %, 1971 MiB
2, 54 %, 17 %, 1971 MiB
3, 45 %, 13 %, 1951 MiB
0, 47 %, 15 %, 2309 MiB
1, 52 %, 17 %, 1971 MiB
2, 55 %, 17 %, 1971 MiB
3, 47 %, 14 %, 1951 MiB
0, 47 %, 15 %, 2309 MiB
1, 52 %, 17 %, 1971 MiB
2, 52 %, 17 %, 1971 MiB
3, 49 %, 14 %, 1951 MiB
0, 48 %, 16 %, 2309 MiB
1, 12 %, 4 %, 1971 MiB
