index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 35 %, 11 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 7815 MiB
1, 0 %, 0 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 7815 MiB
1, 0 %, 0 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 1 %, 0 %, 7817 MiB
1, 0 %, 0 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 15925 MiB
1, 100 %, 21 %, 10947 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 67 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 41 %, 12479 MiB
1, 100 %, 60 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 69 %, 12479 MiB
1, 100 %, 69 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 62 %, 12479 MiB
1, 100 %, 76 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 70 %, 12479 MiB
1, 100 %, 75 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 74 %, 12479 MiB
1, 100 %, 76 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 74 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 77 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 64 %, 12479 MiB
1, 99 %, 37 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 77 %, 12479 MiB
1, 100 %, 69 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 56 %, 12479 MiB
1, 100 %, 57 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 72 %, 12479 MiB
1, 100 %, 73 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 61 %, 12479 MiB
1, 100 %, 76 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 70 %, 12479 MiB
1, 100 %, 76 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 76 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 74 %, 12479 MiB
1, 100 %, 75 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 77 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 59 %, 12479 MiB
1, 99 %, 32 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 12479 MiB
1, 100 %, 71 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 56 %, 12479 MiB
1, 100 %, 57 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 71 %, 12479 MiB
1, 100 %, 73 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 62 %, 12479 MiB
1, 100 %, 74 %, 12479 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 45 %, 12543 MiB
1, 86 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 93 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 41 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 50 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 43 %, 12543 MiB
1, 97 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 93 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 45 %, 12543 MiB
1, 92 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 91 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 90 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 50 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 93 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 51 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 48 %, 12543 MiB
1, 87 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 39 %, 12543 MiB
1, 86 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 46 %, 12543 MiB
1, 89 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 50 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 93 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 41 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 47 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 50 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 50 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 42 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 97 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 48 %, 12543 MiB
1, 88 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 43 %, 12543 MiB
1, 89 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 97 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 94 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 92 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 50 %, 12543 MiB
1, 94 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 94 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 92 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 93 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 40 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 43 %, 12543 MiB
1, 95 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 39 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 47 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 48 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 44 %, 12543 MiB
1, 95 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 39 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 47 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 48 %, 12543 MiB
1, 94 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 44 %, 12543 MiB
1, 95 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 40 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 45 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 50 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 12543 MiB
1, 92 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 43 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 48 %, 12543 MiB
1, 91 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 48 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 48 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 40 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 96 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 49 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 45 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 47 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 48 %, 12543 MiB
1, 93 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 52 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 95 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 88 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 42 %, 12543 MiB
1, 92 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 49 %, 12543 MiB
1, 91 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 92 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 91 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 45 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 97 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 52 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 94 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 49 %, 12543 MiB
1, 93 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 51 %, 12543 MiB
1, 91 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 45 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 46 %, 12543 MiB
1, 87 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 41 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 47 %, 12543 MiB
1, 95 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 48 %, 12543 MiB
1, 90 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 90 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 12543 MiB
1, 97 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 48 %, 12543 MiB
1, 88 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 47 %, 12543 MiB
1, 95 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 47 %, 12543 MiB
1, 90 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 89 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 49 %, 12543 MiB
